Date,AllMedia_Headline,Description,Source_Name,Source_Bias,Source_Headline,Source_Link
"July 23rd, 2018",b'Trump Administration Reviews Cases of Immigrants Who May Have Used Fraudulent Documents During Naturalization Process',"The Trump administration is expanding the government’s deportation powers, telling the U.S. Citizenship and Immigration Services to review cases of naturalized immigrants who may have used fraudulent documents or who illegally took advantage of government assistance programs.",The Hill,Center ,b'Trump ramps up scrutiny of legal immigrants',http://thehill.com/homenews/administration/398116-trump-ramps-up-scrutiny-of-legal-immigrants
"July 11th, 2018",b'Trump Administration Misses Deadline to Reunite Migrant Children with Parents',"The Trump administration has reunited 38 out of 102 migrant children under age 5 with their parents, missing the Tuesday court deadline set by a federal judge. Officials have cited obstacles to completing the process in some cases, such as DNA tests that don't match and parents who have criminal records.",Wall Street Journal - News,Center ,"b'As Government Misses Reunification Deadline, It\xe2\x80\x99s Told to Pick Up the Pace'",https://www.wsj.com/articles/as-government-misses-reunification-deadline-its-told-to-pick-up-the-pace-1531264349
"July 11th, 2018",b'Trump Administration Misses Deadline to Reunite Migrant Children with Parents',"The Trump administration has reunited 38 out of 102 migrant children under age 5 with their parents, missing the Tuesday court deadline set by a federal judge. Officials have cited obstacles to completing the process in some cases, such as DNA tests that don't match and parents who have criminal records.",Los Angeles Times,Left ,b'Some migrant children are reunited with parents as Trump administration misses court deadline',http://www.latimes.com/local/lanow/la-me-deadline-separated-20180710-story.html
"July 11th, 2018",b'Trump Administration Misses Deadline to Reunite Migrant Children with Parents',"The Trump administration has reunited 38 out of 102 migrant children under age 5 with their parents, missing the Tuesday court deadline set by a federal judge. Officials have cited obstacles to completing the process in some cases, such as DNA tests that don't match and parents who have criminal records.",Washington Times,Right ,"b'DNA tests, criminal charges complicate effort to reunite illegal immigrant families'",https://www.washingtontimes.com/news/2018/jul/10/dna-tests-criminal-charges-complicate-effort-reuni/
"July 3rd, 2018",b'Judge Rules Asylum Seekers Must Receive Individual Parole Hearings Orders DHS to Stop Blanket Detentions',"A federal judge ruled on Monday that the Department of Homeland Security has violated its own policy by issuing blanket detentions for asylum-seekers, ordering the department to decide each status in an individual parole hearing.",USA TODAY,Center ,b'Judge rules that Trump administration has been wrongly detaining asylum seekers',https://www.usatoday.com/story/news/nation/2018/07/02/judge-rules-trump-administration-has-been-wrongly-detaining-asylum-seekers/753151002/
"July 3rd, 2018",b'Judge Rules Asylum Seekers Must Receive Individual Parole Hearings Orders DHS to Stop Blanket Detentions',"A federal judge ruled on Monday that the Department of Homeland Security has violated its own policy by issuing blanket detentions for asylum-seekers, ordering the department to decide each status in an individual parole hearing.",Fox News (Online),Right ,"b""Judge rules DHS must consider detained asylum-seekers' parole on case-by-case basis""",http://www.foxnews.com/politics/2018/07/02/judge-rules-dhs-must-consider-detained-asylum-seekers-parole-on-case-by-case-basis.html
"July 3rd, 2018",b'Judge Rules Asylum Seekers Must Receive Individual Parole Hearings Orders DHS to Stop Blanket Detentions',"A federal judge ruled on Monday that the Department of Homeland Security has violated its own policy by issuing blanket detentions for asylum-seekers, ordering the department to decide each status in an individual parole hearing.",Washington Post,Left ,"b'U.S. judge blocks Trump crackdown on asylum seekers, bars blanket detentions of those with persecution claims'",https://www.washingtonpost.com/local/public-safety/us-judge-blocks-trump-crackdown-on-asylum-seekers-bars-blanket-detentions-of-those-with-persecution-claims/2018/07/02/cdc707ba-7e36-11e8-b660-4d0f9f0351f1_story.html
"July 1st, 2018",b'Nationwide Protests Against Immigrant Family Separation',Thousands of protesters marched in cities across the United States on Saturday calling for an end to the separation of immigrant families at the border. These protests come after President Trump's June 20 executive order that says families will now be detained together.,TheBlaze.com,Right ,b'Thousands turn out in cities across nation to protest separation of illegal immigrant families',https://www.theblaze.com/news/2018/06/30/thousands-turn-out-in-cities-across-nation-to-protest-separation-of-illegal-immigrant-families
"July 1st, 2018",b'Nationwide Protests Against Immigrant Family Separation',Thousands of protesters marched in cities across the United States on Saturday calling for an end to the separation of immigrant families at the border. These protests come after President Trump's June 20 executive order that says families will now be detained together.,Reuters,Center ,b'Protesters across U.S. call on Trump to reunite immigrant families',https://www.reuters.com/article/us-usa-immigration-protest/protesters-across-u-s-call-on-trump-to-reunite-immigrant-families-idUSKBN1JQ0TP
"July 1st, 2018",b'Nationwide Protests Against Immigrant Family Separation',Thousands of protesters marched in cities across the United States on Saturday calling for an end to the separation of immigrant families at the border. These protests come after President Trump's June 20 executive order that says families will now be detained together.,New York Times (Online News),Left ,b'Protests Across U.S. Call for End to Migrant Family Separations',https://www.nytimes.com/2018/06/30/us/politics/trump-protests-family-separation.html
"June 30th, 2018",b'Several Democrats Call to Abolish ICE President Trump Responds',"In the wake of President Trump's ""zero tolerance"" immigration policy, several Democrats have called to abolish the U.S. Immigration and Customs Enforcement (ICE), with the president responding that it ""will never happen.""",USA TODAY,Center ,"b""New York's Kirsten Gillibrand, Bill de Blasio echo progressive calls to 'abolish ICE'""",https://www.usatoday.com/story/news/politics/2018/06/29/kristen-gillibrand-bill-de-blasio-echo-progresive-calls-abolish-ice/746694002/
"June 30th, 2018",b'Several Democrats Call to Abolish ICE President Trump Responds',"In the wake of President Trump's ""zero tolerance"" immigration policy, several Democrats have called to abolish the U.S. Immigration and Customs Enforcement (ICE), with the president responding that it ""will never happen.""",Fox News (Online),Right ,"b""Trump slaps down Democrats' 'abolish ICE' push: 'It will never happen'""",http://www.foxnews.com/politics/2018/06/30/trump-slaps-down-democrats-abolish-ice-push-it-will-never-happen.html
"June 30th, 2018",b'Several Democrats Call to Abolish ICE President Trump Responds',"In the wake of President Trump's ""zero tolerance"" immigration policy, several Democrats have called to abolish the U.S. Immigration and Customs Enforcement (ICE), with the president responding that it ""will never happen.""",CNN (Web News),Left ,"b""The movement to 'Abolish ICE' is heating up -- and going mainstream""",https://www.cnn.com/2018/06/30/politics/abolish-ice-movement-gaining-support-democrats/index.html
"June 25th, 2018",b'Trump Calls For Speedy Deportations',"President Trump is calling for the deportation of illegal immigrants, without due process. He also is calling for immigration to be based on merit.",Townhall,Right ,"b""Trump Wants Illegal Immigrants Who 'Invade' US Sent Immediately Back Home""",https://townhall.com/tipsheet/leahbarkoukis/2018/06/25/trump-illegal-aliens-back-from-where-they-came-n2494158
"June 25th, 2018",b'Trump Calls For Speedy Deportations',"President Trump is calling for the deportation of illegal immigrants, without due process. He also is calling for immigration to be based on merit.",Salon,Left ,b'Donald Trump\xe2\x80\x99s authoritarian power-grab: Due process is for wimps',https://www.salon.com/2018/06/25/donald-trumps-authoritarian-power-grab-due-process-is-for-wimps/
"June 25th, 2018",b'Trump Calls For Speedy Deportations',"President Trump is calling for the deportation of illegal immigrants, without due process. He also is calling for immigration to be based on merit.",BBC News,Center ,b'Trump calls for deportations without judicial process',https://www.bbc.com/news/world-us-canada-44594652
"June 23rd, 2018",b'Trump Holds Event with Angel Families',"President Trump hosted an event on Friday in which families of people killed by illegal immigrants could tell their stories. The president remarked that these stories are often ignored by the media and that ""these are the American citizens permanently separated from their loved ones."" This event comes amid the controversy surrounding the administration over its ""zero-tolerance"" policy.",Washington Times,Right ,"b""Trump hosts 'Angel Families' to highlight crime by illegal immigrants""",https://www.washingtontimes.com/news/2018/jun/22/trump-meet-families-loved-ones-killed-illegals/
